age,income,credit_score,loan_amount,employment_length,debt_to_income,num_credit_lines,gender,race,approved
50,127692,643,24641,14,0.6676017135832351,17,1,2,0
23,77505,334,76749,6,0.6094452973272788,19,1,0,0
64,105896,300,85021,14,0.6435521229874175,15,1,3,0
32,38135,452,20605,19,0.08800602751145226,5,0,2,0
49,110887,728,55713,9,0.893534583498437,16,0,1,0
68,142118,807,25390,13,0.3892663968090483,8,0,1,1
28,67377,425,80403,5,0.31336940643035793,18,0,1,0
40,174626,790,63466,13,0.4623614472477392,17,1,2,1
43,82491,781,8981,23,0.39006606574762825,4,0,0,1
51,78283,644,14493,24,0.8635770031391459,5,0,0,0
63,36923,520,76218,21,0.9292609751978921,11,1,0,0
51,67591,324,76318,11,0.3034532164496062,10,1,2,0
46,82261,827,21984,10,0.8639358074599548,15,1,2,0
21,74336,481,27760,28,0.7815231295330671,19,0,1,0
34,94083,798,96529,29,0.9308076723447618,16,0,2,1
52,80948,341,6524,24,0.24575031218588783,19,0,1,1
30,184074,780,54402,19,0.5769591501209791,8,0,1,1
58,46672,738,96656,21,0.27454458474044463,0,0,0,1
56,24213,701,70614,23,0.8240944904843742,2,0,2,0
32,161365,845,40891,24,0.005324190571064258,8,1,0,1
46,82507,644,96009,18,0.5648191628863961,18,0,0,1
46,77134,344,44832,1,0.339203431271918,12,1,2,0
28,153172,320,50836,21,0.32268370707782024,13,1,2,0
69,48172,369,78953,19,0.644906323864917,19,1,3,0
49,40132,347,18362,0,0.8514844493139939,18,0,1,0
19,38199,790,71745,7,0.6091953913933262,6,0,3,1
64,56609,586,42921,24,0.8531729786467225,3,1,1,0
31,194037,309,75434,13,0.26459711188102997,11,0,1,1
37,159088,841,23562,8,0.5195018547649811,13,0,1,1
39,190851,573,69510,1,0.450536539067076,1,1,0,1
28,51881,680,81407,24,0.011644899503096218,0,0,0,1
44,44472,628,12610,22,0.5568121431407401,17,0,2,0
20,187093,778,97918,4,0.6615243241461749,19,0,1,1
34,74131,314,20791,22,0.5919144044190701,7,0,1,0
61,175159,815,63047,28,0.7362798987834215,2,1,1,1
45,32828,490,72906,24,0.5713395284530771,5,1,0,0
46,116664,467,24665,7,0.06675025485075692,12,0,2,0
38,152473,820,75246,15,0.11644552408471143,8,0,0,1
64,35193,436,70864,21,0.5964745775439524,8,0,3,0
33,195936,453,51451,15,0.2749791919736402,19,1,3,0
54,171379,687,91148,12,0.07964512903476584,8,0,3,1
37,122518,508,50890,19,0.42960274344854676,14,0,2,0
23,39611,571,11794,28,0.5543225980836554,12,1,3,0
36,194863,442,37888,14,0.32874598834960655,15,0,2,1
22,163022,368,11749,0,0.720433702225778,1,1,0,0
20,96240,546,51531,21,0.6437706081012446,13,0,0,1
18,22745,560,25608,2,0.33281836109167195,5,1,2,0
55,75243,378,85986,5,0.7548725289085606,1,0,0,0
32,23866,824,74211,21,0.6486950425330354,7,0,0,0
51,183317,629,88996,13,0.6374453787179021,3,1,2,1
52,195796,488,61017,3,0.553427700787068,13,1,3,0
66,148681,394,62676,17,0.011389668088552796,10,1,2,0
42,91354,307,16560,14,0.6965071834768891,13,1,1,0
41,71374,366,59401,8,0.3760417911091565,11,1,0,0
29,134397,795,55468,17,0.9426097101586556,15,0,2,1
35,144577,490,37463,2,0.8179847710772054,5,1,0,0
32,181188,665,36663,9,0.5876944695313122,19,1,3,0
61,101029,820,73706,16,0.25218198181926943,0,1,0,0
33,113574,416,63773,6,0.20371739327766658,11,1,2,1
44,171519,566,38123,14,0.3403848376775491,6,0,3,0
25,50431,784,99346,0,0.4765679435800185,7,0,3,1
63,168980,808,14718,26,0.2960655100389471,8,0,3,1
42,49336,597,67637,24,0.5149294953924828,1,0,1,0
34,60992,463,5028,26,0.16537042551318593,16,0,2,0
46,75350,675,67370,10,0.9777128128254999,19,1,2,0
25,89561,567,52599,16,0.10792455496499387,12,0,3,1
32,71955,848,22397,4,0.9319441396543721,4,0,0,0
44,81240,373,50406,6,0.9135780114026949,9,1,3,0
63,171165,807,52657,18,0.525360481819498,11,1,1,1
67,157227,372,72560,24,0.7249102718360844,16,0,3,0
69,66607,607,18503,23,0.4360482979725878,5,0,2,1
24,184559,498,59943,28,0.6300345775424382,2,1,3,1
20,172035,429,80839,14,0.3405759374211187,14,0,0,0
